99,99,0.003991127014160156
149,0.015955686569213867
199,0.02593207359313965
249,0.0169677734375
299,0.016963481903076172
349,0.028107643127441406
399,0.01795220375061035
449,0.02097010612487793
499,0.026917219161987305
549,0.01994609832763672
599,0.018948793411254883
649,0.025956153869628906
699,0.02006840705871582
749,0.020947933197021484
799,0.026090383529663086
849,0.014958381652832031
899,0.013955116271972656
949,0.02193307876586914
999,0.018949031829833984
1049,0.01299428939819336
1099,0.01795792579650879
1149,0.017983436584472656
1199,0.017019987106323242
1249,0.017952680587768555
1299,0.026015281677246094
1349,0.011967182159423828
1399,0.01994800567626953
1449,0.018976926803588867
1499,0.01994466781616211
1549,0.020976543426513672
1599,0.02006363868713379
1649,0.022965431213378906
1699,0.0200958251953125
1749,0.022940397262573242
1799,0.02393507957458496
1849,0.018950462341308594
1899,0.023976802825927734
1949,0.024895668029785156
1999,0.020941495895385742
2049,0.03091740608215332
2099,0.020972251892089844
2149,0.026932477951049805
2199,0.02692246437072754
2249,0.021941184997558594
2299,0.029920101165771484
2349,0.02193927764892578
2399,0.02205061912536621
2449,0.024942636489868164
2499,0.019945859909057617
2549,0.024978160858154297
2599,0.01994609832763672
2649,0.026953935623168945
2699,0.02905106544494629
2749,0.018944740295410156
2799,0.026025056838989258
2849,0.027927637100219727
2899,0.027950048446655273
2949,0.031164169311523438
2999,0.026021718978881836
3049,0.022938013076782227
3099,0.027905702590942383
3149,0.0219419002532959
3199,0.030918359756469727
3249,0.03094196319580078
3299,0.036038875579833984
3349,0.02399134635925293
3399,0.031940460205078125
3449,0.026916027069091797
3499,0.026944875717163086
3549,0.02794933319091797
3599,0.027860164642333984
3649,0.03293871879577637
3699,0.0269012451171875
3749,0.03091573715209961
3799,0.022937297821044922
3849,0.02894735336303711
3899,0.023917198181152344
3949,0.028904199600219727
3999,0.03291177749633789
4049,0.03194141387939453
4099,0.0438840389251709
4149,0.02992105484008789
4199,0.030915021896362305
4249,0.029919862747192383
4299,0.03302288055419922
4349,0.025931358337402344
4399,0.03889274597167969
4449,0.028964996337890625
4499,0.028755664825439453
4549,0.025957584381103516
4599,0.031999826431274414
4649,0.025899887084960938
4699,0.023978471755981445
4749,0.02892303466796875
4799,0.03008580207824707
4849,0.030882596969604492
4899,0.029918432235717773
4949,0.035889387130737305
4999,0.03605794906616211
5049,0.02795100212097168
